timestamp,run_id,opportunity_id,chain,strategy,stage,failure_code,error_message,provider,block,retry_count,fallback_used,final_action
2026-09-02T23:46:38.259506,RUN-1788372996,OPP-1-SPAT-20260902-1788373000,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:46:40.998394,RUN-1788372996,OPP-1-SPAT-20260902-1788373004,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:46:44.467144,RUN-1788372996,OPP-1-SPAT-20260902-1788373008,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:46:48.107382,RUN-1788372996,OPP-1-SPAT-20260902-1788373011,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:46:51.181882,RUN-1788372996,OPP-1-SPAT-20260902-1788373014,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:46:54.526104,RUN-1788372996,OPP-1-SPAT-20260902-1788373017,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:46:57.964174,RUN-1788372996,OPP-1-SPAT-20260902-1788373020,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:47:00.410074,RUN-1788372996,OPP-1-SPAT-20260902-1788373023,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:47:03.808753,RUN-1788372996,OPP-1-SPAT-20260902-1788373033,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:47:13.057078,RUN-1788372996,OPP-1-SPAT-20260902-1788373039,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:47:19.355119,RUN-1788372996,OPP-1-SPAT-20260902-1788373080,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:48:00.999063,RUN-1788372996,OPP-1-SPAT-20260902-1788373092,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:48:12.832758,RUN-1788372996,OPP-1-SPAT-20260902-1788373098,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:48:18.877586,RUN-1788372996,OPP-1-SPAT-20260902-1788373116,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:48:36.762851,RUN-1788372996,OPP-1-SPAT-20260902-1788373123,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:48:43.206576,RUN-1788372996,OPP-1-SPAT-20260902-1788373133,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:48:53.779993,RUN-1788372996,OPP-1-SPAT-20260902-1788373140,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:00.014142,RUN-1788372996,OPP-1-SPAT-20260902-1788373146,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:06.770926,RUN-1788372996,OPP-1-SPAT-20260902-1788373177,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:37.768116,RUN-1788372996,OPP-1-SPAT-20260902-1788373181,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:41.309644,RUN-1788372996,OPP-1-SPAT-20260902-1788373184,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:44.233204,RUN-1788372996,OPP-1-SPAT-20260902-1788373187,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:47.997149,RUN-1788372996,OPP-1-SPAT-20260902-1788373190,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:50.882281,RUN-1788372996,OPP-1-SPAT-20260902-1788373195,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:49:55.917989,RUN-1788372996,OPP-1-SPAT-20260902-1788373200,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:50:00.929427,RUN-1788372996,OPP-1-SPAT-20260902-1788373207,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:50:07.115647,RUN-1788372996,OPP-1-SPAT-20260902-1788373212,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:50:12.204135,RUN-1788372996,OPP-1-SPAT-20260902-1788373224,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:50:24.951791,RUN-1788372996,OPP-1-SPAT-20260902-1788373229,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:50:29.061632,RUN-1788372996,OPP-1-SPAT-20260902-1788373238,1,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://ethereum-rpc.publicnode.com,NULL,1,False,ABORT
2026-09-02T23:50:42.642545,RUN-1788372996,OPP-8453-SPAT-20260902-1788373278,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:51:18.834049,RUN-1788372996,OPP-8453-SPAT-20260902-1788373317,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:51:57.300681,RUN-1788372996,OPP-8453-SPAT-20260902-1788373351,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:52:31.011033,RUN-1788372996,OPP-8453-SPAT-20260902-1788373358,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:52:38.711434,RUN-1788372996,OPP-8453-SPAT-20260902-1788373363,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:52:43.948930,RUN-1788372996,OPP-8453-SPAT-20260902-1788373370,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:52:50.715446,RUN-1788372996,OPP-8453-SPAT-20260902-1788373381,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:01.423935,RUN-1788372996,OPP-8453-SPAT-20260902-1788373387,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:07.331199,RUN-1788372996,OPP-8453-SPAT-20260902-1788373393,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:13.290054,RUN-1788372996,OPP-8453-SPAT-20260902-1788373399,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:19.461755,RUN-1788372996,OPP-8453-SPAT-20260902-1788373404,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:24.815513,RUN-1788372996,OPP-8453-SPAT-20260902-1788373410,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:30.370845,RUN-1788372996,OPP-8453-SPAT-20260902-1788373418,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:53:38.927910,RUN-1788372996,OPP-8453-SPAT-20260902-1788373451,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:54:11.962157,RUN-1788372996,OPP-8453-SPAT-20260902-1788373460,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:54:20.117010,RUN-1788372996,OPP-8453-SPAT-20260902-1788373479,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:54:39.109795,RUN-1788372996,OPP-8453-SPAT-20260902-1788373518,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:55:18.892054,RUN-1788372996,OPP-8453-SPAT-20260902-1788373536,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:55:36.530740,RUN-1788372996,OPP-8453-SPAT-20260902-1788373553,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:55:53.432137,RUN-1788372996,OPP-8453-SPAT-20260902-1788373569,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:56:09.778107,RUN-1788372996,OPP-8453-SPAT-20260902-1788373586,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:56:26.657779,RUN-1788372996,OPP-8453-SPAT-20260902-1788373607,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:56:47.224475,RUN-1788372996,OPP-8453-SPAT-20260902-1788373636,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:57:16.783338,RUN-1788372996,OPP-8453-SPAT-20260902-1788373649,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:57:29.477946,RUN-1788372996,OPP-8453-SPAT-20260902-1788373655,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
2026-09-02T23:57:35.552579,RUN-1788372996,OPP-8453-SPAT-20260902-1788373661,8453,Spatial,EXECUTION_PIPELINE,QUOTE_FAILED,Validation Failed,https://mainnet.base.org,NULL,1,False,ABORT
